,ID Number COSPAR,Satellite Name,Country of Operator/Owner,Operator/Owner,Country of Contractor,Contractor,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Period (minutes),Expected Lifetime (yrs.),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Launch Site,Launch Vehicle,Launch Year,Launch Month,Launch Mass Categories,Expected Lifetime Categories,Period Categories
2945,2017-024A,South Asia Satellite (GSAT 9),India,South Asian Association for Regional Cooperation,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,1436.11,12.0,2230.0,,,Satish Dhawan Space Centre,GSLV,2017,5,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
3036,2007-036A,Spaceway 3,United States of America,Hughes Space and Communications Co.,United States of America,Boeing Satellite Systems,Commercial,Communications,,GEO,,1436.1,12.0,6100.0,3655,,Guiana Space Center,Ariane 5 ECA,2007,8,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
3037,2005-046B,Spaceway F2,United States of America,"DirecTV, Inc.",United States of America,Boeing Satellite Systems,Commercial,Communications,,GEO,,1436.1,12.5,5993.0,3691,12300,Guiana Space Center,Ariane 5 ECA,2005,11,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
3038,2006-007A,Spainsat,Spain,Hisdesat/Ministry of Defense,United States of America,Space Systems/Loral,Military,Communications,,GEO,,1436.1,13.0,3680.0,1467,,Guiana Space Center,Ariane 5,2006,3,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
3058,2007-056A,Star One C1,Brazil,Embratel Star One,France,Thales Alenia Space,Commercial,Communications,,GEO,,1436.0,15.0,4100.0,1750,10500,Guiana Space Center,Ariane 5,2007,11,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
3059,2008-018B,Star One C2,Brazil,Embratel Star One,France,Thales Alenia Space,Commercial,Communications,,GEO,,1436.1,13.0,4100.0,1750,,Guiana Space Center,Ariane 5 ECA,2008,4,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
3060,2012-062A,Star One C3,Brazil,Embratel Star One,United States of America,Orbital Sciences Corp.,Commercial,Communications,,GEO,,1437.78,15.0,3225.0,1402,,Guiana Space Center,Ariane 5 ECA,2012,11,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
3061,2015-034B,Star One C4,Brazil,Embratel Star One,United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.1,15.0,5634.0,,15600,Guiana Space Center,Ariane 5 ECA,2015,7,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
3062,2016-082B,Star One D1,Brazil,Embratel Star One,United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1434.7,15.0,6433.0,,,Guiana Space Center,Ariane 5,2016,12,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
3063,2021-069A,Star One D2,Brazil,Embratel Star One,United States of America,Maxar,Commercial,Communications,,GEO,,1436.1,15.0,6190.0,,,Guiana Space Center,Ariane 5,2021,7,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7088,2008-038A,Superbird 7 (Superbird C2),Japan,Sky Perfect JSAT Corporation,Japan,Mitsubishi Electric,Commercial,Communications,,GEO,,1436.1,15.0,5000.0,,,Guiana Space Center,Ariane 5 ECA,2008,8,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7089,2018-033A,Superbird 8/DSN-1 (Kirameki 1),Japan,Sky Perfect JSAT Corporation/DSN Corp.,Japan,Mitsubishi Electric,Multi Users,Communications,,GEO,,1436.1,13.0,5348.0,,,Guiana Space Center,Ariane 5,2018,4,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7101,2021-095B,Syracuse 4A (Systeme de Radio Communications Utilisant un Satellite),France,Defense Ministry,United Kingdom,Thales Alenia Space,Military,Communications,,GEO,,1436.0,15.0,3852.0,2000,,Guiana Space Center,Ariane 5,2021,10,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7115,2002-055A,"TDRS-10 (Tracking and Data Relay Satellite, TDRS-J)",United States of America,National Aeronautics and Space Administration (NASA),United States of America,Boeing Satellite Systems,Government,Communications,,GEO,,1436.04,11.0,3180.0,1600,"2,300 (EOL)",Cape Canaveral,Atlas 2A,2002,12,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7116,2013-004A,"TDRS-11 (Tracking and Data Relay Satellite, TDRS K)",United States of America,National Aeronautics and Space Administration (NASA)/Goddard Space Flight Center,United States of America,Boeing Satellite Systems,Government,Communications,,GEO,,1436.18,15.0,3454.0,1600,"2,300 (EOL)",Cape Canaveral,Atlas 5,2013,1,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7117,2014-004A,"TDRS-12 (Tracking and Data Relay Satellite, TDRS L)",United States of America,National Aeronautics and Space Administration (NASA),United States of America,Boeing Satellite Systems,Government,Communications,,GEO,,1435.88,15.0,3454.0,1600,"3,500 (EOL)",Cape Canaveral,Atlas 5,2014,1,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7118,2017-047A,"TDRS-13 (Tracking and Data Relay Satellite, TDRS M)",United States of America,National Aeronautics and Space Administration (NASA),United States of America,Boeing Satellite Systems,Government,Communications,,GEO,,1436.0,15.0,3452.0,1600,"3,500 (EOL)",Cape Canaveral,Atlas 5,2017,8,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7119,1988-091B,"TDRS-3 (Tracking and Data Relay Satellite, TDRS-C)",United States of America,National Aeronautics and Space Administration (NASA),United States of America,TRW Defense and Space Systems Group,Government,Communications,,GEO,,1436.06,10.0,3180.0,1600,1800,Cape Canaveral,Space Shuttle (STS 26),1988,9,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7120,1991-054B,"TDRS-5 (Tracking and Data Relay Satellite, TDRS-E)",United States of America,SES S.A.,United States of America,TRW Defense and Space Systems Group,Multi Users,Communications,,GEO,,1436.99,10.0,3180.0,1600,1800,Cape Canaveral,Space Shuttle (STS 43),1991,8,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7121,1993-003B,"TDRS-6 (Tracking and Data Relay Satellite, TDRS-F)",United States of America,National Aeronautics and Space Administration (NASA)/SES Americom (SES [Société Européenne des Satellites (SES)]),United States of America,TRW Defense and Space Systems Group,Multi Users,Communications,,GEO,,1435.7,10.0,3180.0,1600,1800,Cape Canaveral,Space Shuttle (STS 54),1993,1,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7122,1995-035B,"TDRS-7 (Tracking and Data Relay Satellite, TDRS-G)",United States of America,National Aeronautics and Space Administration (NASA),United States of America,TRW Defense and Space Systems Group,Government,Communications,,GEO,,1436.04,10.0,3180.0,1600,1800,Cape Canaveral,Space Shuttle (STS 70),1995,7,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7123,2000-034A,"TDRS-8 (Tracking and Data Relay Satellite, TDRS-H)",United States of America,National Aeronautics and Space Administration (NASA),United States of America,Boeing Satellite Systems,Government,Communications,,GEO,,1436.2,11.0,3180.0,1600,"2,300 (EOL)",Cape Canaveral,Atlas 2A,2000,6,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7124,2002-011A,"TDRS-9 (Tracking and Data Relay Satellite, TDRS-I)",United States of America,National Aeronautics and Space Administration (NASA),United States of America,Boeing Satellite Systems,Government,Communications,,GEO,,1436.11,11.0,3180.0,1600,"2,300 (EOL)",Cape Canaveral,Atlas 2A,2002,3,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7131,2009-009A,Telstar 11N,Canada,"Telesat Canada Ltd. (BCE, Inc.)",United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.13,15.0,4010.0,,,Sea Launch Odyssey,Zenit 3SLB,2009,2,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7133,2011-021A,Telstar 14R (Estrela do Sul 2),Canada,"Telesat Canada Ltd. (BCE, Inc.)",United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.1,15.0,4970.0,2150,12000,Baikonur Cosmodrome,Proton,2011,5,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7134,2018-069A,Telstar 18 VANTAGE (Apstar 5C),Canada,"Telesat Canada Ltd. (BCE, Inc.)/APT Satellite Holdings Ltd.",United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.09,15.0,7060.0,,,Cape Canaveral,Falcon 9,2018,9,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7135,2018-059A,Telstar 19 Vantage,Canada,"Telesat Canada Ltd. (BCE, Inc.)",United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.1,15.0,7075.0,,,Cape Canaveral,Falcon 9,2018,7,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7139,2009-035A,TerraStar 1,United States of America,TerraStar Corporation,United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.11,15.0,6910.0,,,Guiana Space Center,Ariane 5 ECA,2009,7,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7142,2022-144E,TETRA-1 (USA 340),United States of America,U.S. Space Force/Other Transaction Authority,United States of America,Millennium Space Systems,Military,Technology Development,,GEO,,1436.0,13.0,100.0,100,,Cape Canaveral,Falcon Heavy,2022,11,Light Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7151,2005-028A,"Thaicom-4 (Ipstar 1, Measat 5)",Thailand,Thaicom Public Company Ltd.,United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.1,12.0,6505.0,,14000,Guiana Space Center,Ariane 5G,2005,8,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7152,2014-002A,Thaicom-6,Thailand,Thaicom Public Company Ltd.,United States of America,Orbital Sciences Corp.,Commercial,Communications,,GEO,,1436.3,15.0,3325.0,,,Cape Canaveral,Falcon 9,2014,1,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7153,2016-031A,Thaicom-8,Thailand,Thaicom Public Company Ltd.,United States of America,Orbital ATK,Commercial,Communications,,GEO,,1440.09,15.0,3025.0,,,Cape Canaveral,Falcon 9,2016,5,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7159,2008-006A,Thor-5 (Thor 2R),Norway,Telenor Satellite Broadcasting,United States of America,Orbital Sciences Corp.,Commercial,Communications,,GEO,,1436.1,15.0,2024.0,,,Baikonur Cosmodrome,Proton M,2008,2,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7161,2015-022A,Thor-7,Norway,Telenor Satellite Broadcasting,United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1433.4,15.0,4600.0,,,Guiana Space Center,Ariane 5,2015,4,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7162,2003-026A,Thuraya 2,United Arab Emirates,Thuraya Satellite Communications,United States of America,Hughes Space and Communications Co.,Commercial,Communications,,GEO,,1436.07,12.0,5250.0,3200,11000,Sea Launch Odyssey,Zenit 3SL,2003,6,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7163,2008-001A,Thuraya 3,United Arab Emirates,Thuraya Satellite Communications,United States of America,Boeing Satellite Systems,Commercial,Communications,,GEO,,1436.1,12.0,5180.0,,,Sea Launch Odyssey,Zenit 3SL,2008,1,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7178,2008-019A,"TianLian 1 (TL-1-01, CTDRS)",China,China Aerospace Science and Technology Corp. (CASC),China,China Academy of Space Technology (CAST),Government,Communications,Technology Development,GEO,,1436.08,13.0,3750.0,,,Xichang Satellite Launch Center,Long March 3C,2008,4,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7179,2011-032A,"TianLian 2 (TL-1-02, CTDRS)",China,China Aerospace Science and Technology Corp. (CASC),China,China Academy of Space Technology (CAST),Government,Communications,Technology Development,GEO,,1436.1,13.0,2250.0,,,Xichang Satellite Launch Center,Long March 3C,2011,7,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7180,2019-017A,"TianLian 2-01 (TL-2-01, CTDRS)",China,China Aerospace Science and Technology Corp. (CASC),China,China Academy of Space Technology (CAST),Government,Communications,,GEO,,1436.1,13.0,4083.0,,,Xichang Satellite Launch Center,Long March 3B,2019,3,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7181,2021-124A,"TianLian 2-02 (TL-2-02, CTDRS)",China,China Aerospace Science and Technology Corp. (CASC),China,China Academy of Space Technology (CAST),Government,Communications,,GEO,,1436.2,13.0,5000.0,2000,,Xichang Satellite Launch Center,Long March 3B,2021,12,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7182,2022-078A,"TianLian 2-03 (TL-2-03, CTDRS)",China,China Aerospace Science and Technology Corp. (CASC),China,China Academy of Space Technology (CAST),Government,Communications,,GEO,,1436.0,13.0,5000.0,,,Xichang Satellite Launch Center,Long March 3B/E,2022,7,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7183,2012-040A,"TianLian 3 (TL-1-03, CTDRS)",China,China Aerospace Science and Technology Corp. (CASC),China,China Academy of Space Technology (CAST),Government,Communications,,GEO,,1436.0,13.0,2200.0,,,Xichang Satellite Launch Center,Long March 3C,2012,7,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7184,2016-072A,"TianLian 4 (TL-1-04, CTDRS)",China,China Aerospace Science and Technology Corp. (CASC),China,China Academy of Space Technology (CAST),Government,Communications,Automatic Identification System (AIS),GEO,,1436.1,13.0,2200.0,,,Xichang Satellite Launch Center,Long March 3C,2016,11,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7185,2021-063A,"TianLian 5 (TL-1-05, CTDRS)",China,China Aerospace Science and Technology Corp. (CASC),China,China Academy of Space Technology (CAST),Government,Communications,,GEO,,1436.1,13.0,2200.0,,,Xichang Satellite Launch Center,Long March 3C,2021,7,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7211,2016-048A,Tiantong-1-01,China,China Telecom,China,China Academy of Space Technology (CAST),Government,Communications,,GEO,,1436.05,13.0,4083.0,,,Xichang Satellite Launch Center,Long March 3B,2016,8,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7212,2020-082A,Tiantong-1-02,China,China Telecom,China,China Academy of Space Technology (CAST),Government,Communications,,GEO,,1436.11,13.0,4083.0,,,Xichang Satellite Launch Center,Long March 3B,2020,11,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7213,2021-003A,Tiantong-1-03,China,China Telecom,China,China Academy of Space Technology (CAST),Government,Communications,,GEO,,1436.04,15.0,4600.0,,,Xichang Satellite Launch Center,Long March 3B,2021,1,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7232,2015-046A,TJS-1 (Tongxin Jishu Shiyan 1),China,China Academy of Space Technology (CAST),China,China Academy of Space Technology (CAST),Government,Technology Development,Electronic Intelligence,GEO,,1436.03,13.0,4083.0,,,Xichang Satellite Launch Center,Long March 3B,2015,9,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7233,2017-001A,TJS-2 (Tongxin Jishu Shiyan 2),China,Shanghai Academy of Spaceflight Technology,China,Shanghai Academy of Spaceflight Technology (SAST),Government,Technology Development,,GEO,,1436.19,13.0,4083.0,,,Xichang Satellite Launch Center,Long March 3B,2017,1,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7234,2018-110A,TJS-3 (Tongxin Jishu Shiyan 3),China,China Academy of Space Technology (CAST),China,China Academy of Space Technology (CAST),Government,Technology Development,,GEO,,1436.1,13.0,4083.0,,,Xichang Satellite Launch Center,Long March 3C,2018,12,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7235,2018-110C,TJS-3 Subsatellite,China,China Academy of Space Technology (CAST),China,China Academy of Space Technology (CAST),Government,Technology Development,,GEO,,1436.1,13.0,4083.0,,,Xichang Satellite Launch Center,Long March 3C,2018,12,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7236,2019-070A,TJS-4 (Tongxin Jishu Shiyan 4),China,China Academy of Space Technology (CAST),China,China Academy of Space Technology (CAST),Government,Technology Development,,GEO,,1436.1,13.0,4083.0,,,Xichang Satellite Launch Center,Long March 3B,2019,10,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7237,2020-002A,TJS-5 (Tongxin Jishu Shiyan 5),China,Shanghai Academy of Spaceflight Technology,China,Shanghai Academy of Spaceflight Technology (SAST),Government,Communications,,GEO,,1436.0,13.0,4083.0,,,Xichang Satellite Launch Center,Long March 3B,2020,1,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7238,2021-010A,TJS-6 (Tongxin Jishu Shiyan 6),China,Shanghai Academy of Spaceflight Technology,China,Shanghai Academy of Spaceflight Technology (SAST),Government,Communications,,GEO,,1436.04,13.0,4083.0,,,Xichang Satellite Launch Center,Long March 3B,2021,2,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7239,2021-077A,TJS-7 (Tongxin Jishu Shiyan 7),China,Shanghai Academy of Spaceflight Technology,China,Shanghai Academy of Spaceflight Technology (SAST),Government,Communications,,GEO,,1436.04,13.0,4083.0,,,Xichang Satellite Launch Center,Long March 3B,2021,8,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7240,2013-075A,TKSat-1 (Túpac Katari Satellite 1),Bolivia,Bolivia Aerospace Bureau,China,China Academy of Space Technology (CAST),Government,Communications,,GEO,,1436.07,13.0,5000.0,,,Xichang Satellite Launch Center,Long March 3B,2013,12,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7252,2008-030B,Turksat 3A,Turkey,Turksat,France,Thales Alenia Space,Commercial,Communications,,GEO,,1436.06,13.0,3100.0,1272,8100,Guiana Space Center,Ariane 5 ECA,2008,6,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7253,2014-007A,Turksat 4A,Turkey,Turksat,Japan,Mitsubishi Electric,Commercial,Communications,,GEO,,1436.08,15.0,4869.0,,,Baikonur Cosmodrome,Proton,2014,2,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7254,2015-060A,Turksat 4B,Turkey,Turksat,Japan,Mitsubishi Electric,Commercial,Communications,,GEO,,1436.57,15.0,5000.0,,,Baikonur Cosmodrome,Proton,2015,10,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7270,1999-063A,"UFO-10 (USA 146, UHF F/O F10) ""UHF Follow-On""",United States of America,US Navy,United States of America,Boeing Satellite Systems,Military,Communications,,GEO,,1436.1,4.0,3200.0,1540,"3,800 (EOL)",Cape Canaveral,Atlas 2,1999,11,Medium Weight Satellites,Medium Expected Lifetime,Slow Rotation Period
7271,2003-057A,"UFO-11 (USA 174) ""UHF Follow-On""",United States of America,US Navy,United States of America,Boeing Satellite Systems,Military,Communications,,GEO,,1436.1,4.0,3200.0,1545,"2,800 (EOL)",Cape Canaveral,Atlas 3,2003,12,Medium Weight Satellites,Medium Expected Lifetime,Slow Rotation Period
7272,1993-056A,"UFO-2 (USA 95) ""UHF Follow-On""",United States of America,US Navy,United States of America,Boeing Satellite Systems,Military,Communications,,GEO,,1436.12,13.0,3200.0,1545,"2,800 (EOL)",Cape Canaveral,Atlas 2,1993,9,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7273,1995-003A,"UFO-4 (USA 108, UFO F4 EHF) ""UHF Follow-On""",United States of America,US Navy,United States of America,Boeing Satellite Systems,Military,Communications,,GEO,,1435.22,4.0,3200.0,1545,"2,800 (EOL)",Cape Canaveral,Atlas 2,1995,1,Medium Weight Satellites,Medium Expected Lifetime,Slow Rotation Period
7274,1998-016A,"UFO-8 (USA 138, UHF F/O F8) ""UHF Follow-On""",United States of America,US Navy,United States of America,Boeing Satellite Systems,Military,Communications,,GEO,,1435.94,4.0,3206.0,1545,"3,800 (EOL)",Cape Canaveral,Atlas 2,1998,3,Medium Weight Satellites,Medium Expected Lifetime,Slow Rotation Period
7299,2022-073B,USSF 12 Ring,United States of America,US Space Force,United States of America,Northrop Grumman,Military,Technology Development,,GEO,,1437.2,13.0,500.0,,,Cape Canaveral,Atlas 5,2022,7,Light Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7313,2011-059A,ViaSat-1,United States of America,"ViaSat, Inc.",United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.09,15.0,6740.0,,,Baikonur Cosmodrome,Proton M,2011,10,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7314,2017-029A,ViaSat-2,United States of America,"ViaSat, Inc.",United States of America,Boeing Satellite Systems,Commercial,Communications,,GEO,,1436.1,14.0,6418.0,,,Guiana Space Center,Ariane 5,2017,6,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7317,2008-018A,Vinasat 1,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),United States of America,Lockheed Martin Commercial Space Systems,Government,Communications,,GEO,,1436.1,15.0,2600.0,,,Guiana Space Center,Ariane 5 ECA,2008,4,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7318,2012-023B,Vinasat 2,Vietnam,Vietnamese Posts and Telecommunications Group (VNPT),United States of America,Lockheed Martin Commercial Space Systems,Government,Communications,,GEO,,1434.69,15.0,2970.0,,,Guiana Space Center,Ariane 5 ECA,2012,5,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7333,2007-046A,"Wideband Global Satcom 1 (WGS-1, USA 195)",United States of America,Military Satellite Communications - US Air Force,United States of America,Boeing Integrated Defense Systems,Military,Communications,,GEO,,1436.1,14.0,5900.0,3450,13000,Cape Canaveral,Atlas 5,2007,10,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7334,2019-014A,"Wideband Global Satcom 10 (WGS-10, USA 291)",United States of America,Military Satellite Communications - US Air Force,United States of America,Boeing Satellite Systems,Military,Communications,,GEO,,1436.1,14.0,5990.0,3450,13000,Cape Canaveral,Delta 4,2019,3,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7335,2009-017A,"Wideband Global Satcom 2 (WGS-2, USA 204)",United States of America,Military Satellite Communications - US Air Force,United States of America,Boeing Satellite Systems,Military,Communications,,GEO,,1436.12,14.0,5987.0,3450,13000,Cape Canaveral,Atlas 5,2009,4,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7336,2009-068A,"Wideband Global Satcom 3 (WGS-3, USA 211)",United States of America,Military Satellite Communications - US Air Force,United States of America,Boeing Satellite Systems,Military,Communications,,GEO,,1436.1,14.0,5990.0,3450,13000,Cape Canaveral,Delta 4,2009,12,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7337,2012-003A,"Wideband Global Satcom 4 (WGS-4, USA 233)",United States of America,Military Satellite Communications - US Air Force,United States of America,Boeing Satellite Systems,Military,Communications,,GEO,,1436.1,14.0,5990.0,3450,13000,Cape Canaveral,Delta 4,2012,1,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7338,2013-024A,"Wideband Global Satcom 5 (WGS-5, USA 243)",United States of America,Military Satellite Communications - US Air Force,United States of America,Boeing Satellite Systems,Military,Communications,,GEO,,1436.1,14.0,5990.0,3450,13000,Cape Canaveral,Delta 4,2013,5,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7339,2013-041A,"Wideband Global Satcom 6 (WGS-6, USA 244)",United States of America,Military Satellite Communications - US Air Force,United States of America,Boeing Satellite Systems,Military,Communications,,GEO,,1436.1,14.0,5990.0,3450,13000,Cape Canaveral,Delta 4,2013,8,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7340,2015-036A,"Wideband Global Satcom 7 (WGS-7, USA 263)",United States of America,Military Satellite Communications - US Air Force,United States of America,Boeing Satellite Systems,Military,Communications,,GEO,,1436.1,14.0,5990.0,3450,13000,Cape Canaveral,Delta 4,2015,7,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7341,2016-075A,"Wideband Global Satcom 8 (WGS-8, USA 272)",United States of America,Military Satellite Communications - US Air Force,United States of America,Boeing Satellite Systems,Military,Communications,,GEO,,1436.1,14.0,5990.0,3450,13000,Cape Canaveral,Delta 4,2016,12,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7342,2017-016A,"Wideband Global Satcom 9 (WGS-9, USA 275)",United States of America,Military Satellite Communications - US Air Force,United States of America,Boeing Satellite Systems,Military,Communications,,GEO,,1436.1,14.0,5990.0,3450,13000,Cape Canaveral,Delta 4,2017,3,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7343,2006-054A,WildBlue 1,United States of America,WildBlue Communications,United States of America,Space Systems/Loral,Commercial,Communications,,GEO,,1436.1,12.0,4735.0,1995,10000,Guiana Space Center,Ariane 5,2006,12,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7372,2005-005A,XTAR-EUR,Spain,Ministry of Defense/XTAR,United States of America,Space Systems/Loral,Multi Users,Communications,,GEO,,1436.06,15.0,3631.0,1412,,Guiana Space Center,Ariane 5 ECA,2005,2,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7380,2011-016B,Yahsat-1A (Y1A),United Arab Emirates,Al Yah Satellite Communications Co. (YAHSAT),France,Astrium/Thales Alenia Space,Multi Users,Communications,,GEO,,1435.92,15.0,5953.0,,,Guiana Space Center,Ariane 5,2011,4,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7381,2012-016A,Yahsat-1B (Y1B),United Arab Emirates,Al Yah Satellite Communications Co. (YAHSAT),France,Astrium/Thales Alenia Space,Multi Users,Communications,,GEO,,1436.07,13.0,6000.0,,,Baikonur Cosmodrome,Proton M,2012,4,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7385,2003-053A,Yamal-202,Russia,Gazprom Space Systems,Russia,Rocket-Space Corporation Energia/Alcatel,Commercial,Communications,,GEO,,1436.06,12.0,1320.0,,2000,Baikonur Cosmodrome,Proton K,2003,11,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7386,2012-061B,Yamal-300K,Russia,Gazprom Space Systems,Russia,OAO Resetneva,Commercial,Communications,,GEO,,1435.76,13.0,1640.0,,,Baikonur Cosmodrome,Proton M,2012,11,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7387,2014-082A,Yamal-401,Russia,Gazprom Space Systems,Russia,ISS Reshetnev,Commercial,Communications,,GEO,,1436.33,15.0,2976.0,,,Baikonur Cosmodrome,Proton M,2014,12,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7388,2012-070A,Yamal-402,Russia,Gazprom Space Systems,France,Thales,Commercial,Communications,,GEO,,1436.11,11.0,4463.0,,,Baikonur Cosmodrome,Proton M,2012,12,Medium Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7389,2019-031A,Yamal-601,Russia,Gazprom Space Systems,France,Thales Alenia Space,Commercial,Communications,,GEO,,1436.06,15.0,5400.0,,,Baikonur Cosmodrome,Proton,2019,5,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7525,2011-026A,"Zhongxing 10 (XZ-10, Chinasat 10)",China,China Satellite Communication Corp. (China Satcom),China,China Academy of Space Technology (CAST),Government,Communications,,GEO,,1436.05,15.0,5000.0,,,Xichang Satellite Launch Center,Long March 3B,2011,6,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
7526,2013-020A,Zhongxing 11 (ChinaSat 11),China,China Satellite Communication Corp. (China Satcom),China,China Aerospace Science and Technology Corp. (CASC),Commercial,Communications,,GEO,,1436.14,15.0,5100.0,,,Xichang Satellite Launch Center,Long March 3B,2013,5,Heavy Weight Satellites,Long Expected Lifetime,Slow Rotation Period
